,class,argtype,text,argtypetext 
16244,Non-Argumentative,,"the united kingdom is generally seen as the birthplace of football (soccer) as the world currently knows it today.
",
5699,Non-Argumentative,,"drug companies like glaxosmithkline (gsk) and merck are amongst the most profitable companies in the world.
",
9666,Argumentative,," western dominance leads to economic policies and loan conditions rooted in neoliberal economic principles , like austerity measures , which overemphasize cutting public spending .
",
4261,Argumentative,," the goodman gallery and city press should have stood by displaying the image as it represented the opinion of brett murray , free from intimidation or race based slander .
",
14710,Non-Argumentative,," if god is everything, like some people say, then aren't all living and non living things proof of god?
",
7935,Non-Argumentative,," post-independent africa witnessed numerous inter-state and civil wars which created the opportunity for mercenaries to make use of their skill set.
",
11527,Non-Argumentative,," the level of force one may use in self-defense, however, varies between countries, and usually centers around what constitutes ""reasonable force"", which is a fairly nebulous term in specific application, but relatively straightforward in a broad sense.
",
14075,Non-Argumentative,," in other versions of the recall process (e.g the philippines) , the incumbent is placed on a ballot alongside a number of challengers; if the current representative receives the most votes they keep their office, but if someone else gains more votes than they do, they are lose office and are replaced by the successful challenger.
",
2556,Argumentative,," research suggests that private education puts a greater emphasis on critical thinking , while state schools emphasise memory and learning by rote , time.com .
",
12982,Argumentative,," there is also a partisan consideration to seeking divided government .
",
10470,Argumentative,," mortality and morbidity can be reduced as rural health workers are able to diagnose and treat a wider range of conditions .
",
2034,Non-Argumentative,," these measures are accompanied by considerable criticism and debate about the necessity of the measures, whether cuts are too far and too fast and even if cuts are needed at all.
",
13476,Argumentative,," in l.i.c.s , women are often better suited to intelligence gathering , medical assistance , policing and mediation than men .
",
15897,Argumentative,," it is partly because of this ` feel-good factor ' that so many people want their city to host the olympics ,% of parisians and% of londoners want theolympics .
",
8187,Argumentative,," turkey provides a large new market for eu goods ; should it be accepted into the single market the economic benefits would not be solely limited to that country .
",
2029,Non-Argumentative,," the causes of each government’s difficulties were different, irelands was originally caused by a property bubble, greece’s by poor accounting and generous pay and pensions and portugal through mismanagement of public investment.
",
12271,Argumentative,," these three factors all tend to undermine trust in politics in representative systems .
",
12895,Argumentative,," perhaps we could use similar compensation to prevent some of this retaliation by compensating victims in the case of terrorism victims .
",
13686,Argumentative,," open primaries allows for the electorate to make a considered choice between candidate and party , with other considerations beyond the partisan being up for consideration .
",
2564,Non-Argumentative,,"social networking websites like facebook and twitter are breaking down barriers between teachers and students, redefining the way they communicate and interact with each other.
",
8526,Non-Argumentative,,"the european union (eu) is an economic and political union, currently consisting ofmember states, including two permanent members of the unsc: france and the uk.
",
453,Argumentative,," allowing people to preserve their own cultures allows other people to understand different cultural practices and ways of living life .
",
3805,Argumentative,," it is more likely than not that developing countries will continue to increase their annual emissions for decades , greatly eclipsing any potential reductions in the developed world .
",
2895,Argumentative,," a few experimental schools with all black students have incorporated an `` afrocentric '' curriculum , which focuses more on african history than european history and places a greater emphasis on the role of african-americans in united states history .1 when students learn history as something that includes them , rather than the story of some other people , they are more likely to be engaged in the subject matter as they have a personal connection to the history , they will be learning their own history not someone else 's .1 ibid ,.
",
16411,Non-Argumentative,," while some contain chemicals aimed at modifying the skin’s transfer of melanin, others use harsh chemicals such as mercury, which can lead to medical conditions from eczema and infections to renal failure.
",
15649,Argumentative,," allowing illegal immigrants to get driver 's licenses allows them to gain driver 's insurance .
",
4330,Argumentative,," however , there is a world of difference between the positive right to proclaim a particular association and the negative right to prevent anyone else from proclaiming theirs .
",
7612,Argumentative,," there was a referendum in egypt in march on amending the constitution that passed with a yes vote of 77.2 % .
",
3892,Argumentative,," the legal measures that side proposition supports do not oblige free thinkers to remain silent in the face of zealotry and bigotry .
",
7819,Argumentative,," information on how states are doing means citizens can take action , and demand change where change is needed .
",
14752,Non-Argumentative,," one distinction that is frequently made, particularly by theists, is that between faith and religion.
",
9097,Non-Argumentative,," across africa data shows 67% of countries have equal gender property rights, while no countries have equal inheritance rights.
",
15145,Argumentative,," thus , it is inhumane .
",
7919,Argumentative,," the state department highlights several terrorist attacks the group has conducted such as `` a marchsuicide attack on a police base in tamanrasset , algeria , which woundedpeople '' .
",
6649,Argumentative,," breaching such a law while relying on such logical fallacies is a sign of how the government failed on human rights .
",
6541,Argumentative,," there have been several cases brought before the courts .
",
16302,Argumentative,," if they 're told that starvation makes them more likely to win gold then their intense desire for olympic glory often clouds their judgment and ability to make rational choices for themselves .
",
2571,Argumentative,," you have to ask why a teacher would do this .
",
2525,Argumentative,," the teaching of classical languages at school enables people to pursue studies in these areas in later life .
",
11038,Argumentative,," url for pdf : first , the sanction after three warnings can be tailored to fit general notions of justice , the punishment need not be severe and could fit the crime : maybe a consumer would be cut off of the internet for only two weeks , or only cut off from accessing download sites but still be allowed to access government and banking sites , or receive a small fine .
",
13932,Non-Argumentative,," having been on the losing side catalonia had its constitution and independent political structure abolished, and its culture and language suppressed.
",
2072,Non-Argumentative,," some public schools in the past have displayed the ten commandments, as have other state institutions such as courthouses.
",
9307,Argumentative,," tibet has a long history of independence going back more thanyears .
",
13038,Non-Argumentative,,"different countries take different attitudes to the role of opinion polls in a democracy.
",
13971,Argumentative,," many provisions in this bill were last minute '' pork '' projects that should not have been included .
",
11998,Argumentative,," terror suspects still have recourse to military tribunals , which contain many of the same safeguards as the federal court system .
",
2360,Non-Argumentative,,"most major educational systems utilize some sort of standardized test for university admissions.
",
14414,Non-Argumentative,," aside from its economic woes, greece also faces problems of a huge influx of illegal immigrants and political refugees / asylum seekers and currently has the largest number of illegal immigrants percitizens, in europe.
",
3603,Non-Argumentative,,"the various attempts that have been made so far to extend the claims of arctic nations to greater parts of the sea bed and ocean, as well as efforts to rapidly increase drilling within domestic territory, has led many – environmentalists and others – to suggest that a treaty is needed to protect the whole of the arctic.
",
12562,Argumentative,," in areas where term limits have been instituted there is far higher turnover amongst legislators , giving voters far more choice in who should represent them .
",
8739,Argumentative,," 1 , ` treaty of utrecht ' april2 , tremlett , g. ` a rocky relationship 'january
",
15523,Non-Argumentative,," but almost a century later has this feminist movement achieved its end goal of complete equality, or are there still battles to be fought by the feminist movement?
",
9324,Argumentative,," furthermore , the economic and political disenfranchisement of the tibetan people is an enormous domestic problem , as it has led to large numbers becoming unemployed and moving to other parts of china where they form an underclass .
",
13425,Argumentative,," the akp has been able to get twice as many votes as its nearest rival making it by far the dominant party .
",
13195,Argumentative,," young people are not well represented in european national parliaments either in terms of the membership of those parliaments or the policies they produce .
",
6108,Non-Argumentative,," in doing so investigation is provided into what family planning is; whether it should be used; and whether the problem is who is involved.
",
16293,Argumentative,," yet , on a balance of harms , the disappointment those people feel ca n't be compared to the suffering of an athlete who is beaten and starved and conditioned into a mode of thinking where they accept this without putting up a fight .
",
5400,Non-Argumentative,," on the 18th januarythe state department denied the keystone xl pipeline a permit saying it had not had time to review the plans but at the same time the transcanada is allowed to resubmit the proposal with route changes.
",
14074,Non-Argumentative,," in some systems (e.g. venezuela) this is essentially a straightforward referendum on the politician; if the recall initiative is passed then their office becomes vacant and a new election is held later to decide who should fill it.
",
4267,Non-Argumentative,,"otherwise, we risk obstructing the new media’s use of government sources.
",
13879,Argumentative,," democratic presidential candidates do not spend much time in texas for that reason .
",
236,Non-Argumentative,," the advance of english is resisted within many cultures who see language as an essential component of identity as well as a key tool for accessing the history and literatures of individual peoples (george orwell explored this theme in his novelwith newspeak, a language created with the purpose to suppress a population's thoughts), yet others believe one global language would be useful; in fact l. l. zamenhof created esperanto specifically for this purpose at the end of the 19th century (although esperanto never really gained ground as a language in its own right).
",
3494,Non-Argumentative,," of course this cannot be done overnight, thus we are dealing with long-term time frame (about a decade).
",
5921,Argumentative,," the erotic is almost inextricably linked with the aesthetically idealized .
",
10202,Argumentative,," in uganda , the universalisation of education has been met with inequities , regionally and across socioeconomic groups , in the quality of education , hedger et al  .
",
12240,Non-Argumentative,,"then, if we imagine a continuum between a complete direct democracy, where all the citizens participate in all public decisions, and a pure representative one, where the government of public affairs lies solely in the hands of political or representative elites, we can see that some kind of intermediate formulas might be discussed and applied in the existing democratic political communities.
",
9219,Argumentative,," kenya 's waters are also used by somali based pirates as a ground for attacks on international shipping , including possibly targeting ships travelling towards the port of mombasa .
",
4541,Argumentative,," there is no case to answer .
",
985,Argumentative,," however , as the aforementioned statistics have shown , all that has increased is the number of pupils failing in this basic subject .
",
14544,Argumentative,," as has been the case with the cia and it 's the use of torture following 9/11 , for which there are still calls for transparency on past actions .
",
1275,Argumentative,," oxfam 's savings for change initiative provides training on savings , and lending , to women in communities in senegal and mali .
",
4426,Non-Argumentative,," each individual is apt to find some methods more useful than others.
",
12525,Argumentative,," further , due to the sheer volume of duds that cluster bombs put out , attempts to demine cluster bomb bomblets is an incredibly dangerous process that in of itself costs lives .1,2,3 the international legal system is dependent on being robust and transparent in order for it to be respected by countries and states that accept it .
",
13992,Non-Argumentative,," whether or not this bill will be met with enthusiasm, apathy or disdain, and whether or not it will prove to the greater good for the house of lords and government of britain, is yet to be seen.
",
3589,Non-Argumentative,,"the primary resources available through arctic exploration are oil, gas, minerals, fresh water (1/5 of the world’s water supply) and fish.
",
7617,Argumentative,," because egypt has historically been at the center of the arab world success in egypt will be vital to show that a stable arab democracy can be created .
",
13464,Non-Argumentative,," both these developments place pressure on recruitment.
",
8936,Argumentative,," for example much of the bakassi homeland was ceded by nigeria to cameroon as a result of an international court of justice ruling on the colonial border and many people are asking nigeria to resettle them as they do n't share cameroon 's culture .
",
10516,Argumentative,," in europe ,% of dispensed medicines are generic yet they cost only% of pharmaceutical expenditure , with a similar model predicted for south africa .
",
3186,Argumentative,," because of the exclusion that the immigrants feel when going to school and the fact that they are not able to understand much of what is taught , they choose to leave school early .
",
6225,Argumentative,," now it imports% .
",
4811,Argumentative,," in short , free speech in liberal democracies can not be exercised effectively without the ability to disseminate speech among a large audience , and without the ability to co-operate with others in order to do so .
",
5230,Non-Argumentative,," governments have decided on imposing many strategies to reduce the number of smokers.
",
1774,Non-Argumentative,," this would allow the creation of an aircushion – musk suggests this is much the same as an air hockey table – underneath the pod so eliminating the need for wheels.
",
3157,Non-Argumentative,," the united states and canada are particularly known as immigrant nations but immigrants go elsewhere as well and there are many countries that are net recipients of migrants such the european union and it is not restricted to richer states, oman and malaysia were among countries with more immigrants than emigrants from 2008-12.
",
3086,Argumentative,," furthermore , evolution taught exclusively threatens religious belief , telling children they are no more than animals and lack the spark of grace given by god .
",
6121,Argumentative,," by including men fast action can be taken to control the size , and growth , of families .
",
16368,Argumentative,," the tormented bull does not understand that it is the man on the horse 's back that is causing his pain , only that he is in agony .
",
10731,Non-Argumentative,," the deal restored theconstitution, provided an amnesty to protestors and promised elections.
",
11870,Argumentative,," under the status quo the state exists to protect the security of its citizens .
",
1561,Non-Argumentative,," furthermore, it should be clear if entrepreneur's 'salary' (i.e. profits from their companies) should be included; it is suggested that it is included, to ensure proposition's arguments on levels of equality are principally consistent.
",
3954,Argumentative,," assessments of the content of music will be conducted by a politically independent organisation ; musicians and record companies will have the ability to appeal the decisions of this body .
",
4089,Argumentative,," in turn that is based on the shared understanding that those choices have consequences ; which may , potentially , cause some degree of harm to the person making that choice .
",
14694,Non-Argumentative,,"the majority of the population of the world is at least nominally committed to some religion or another.
",
2514,Argumentative,," classics are useful for understanding the etymology , the study of the origins and development of words , of english words .
",
4807,Argumentative,," the fiction of personhood allows these organisations to operate more freely , ignoring many of the bureaucratic burdens associated with partnership organisations .
",
10701,Argumentative,," the crime itself is no different from any other crime except that it is punished more harshly .
",
7014,Argumentative,," the industry 's main targets are european , middle class income visitors on package holidays to sea-side resorts .
",
14459,Argumentative,,"  however , even though there has been a social and media response against golden dawn and racist acts of violence , increased publicity , both positive and negative , is having the effect of normalising society 's view of the party .
",
2632,Non-Argumentative,," the graduate tax proposed in the uk by liberal democrat vince cable inwould work by getting students to pay for their education through taxation once they begin work, the amount paid would depend upon what they are earnings whereas in the current loan system a fixed amount is always paid back as soon as the graduate is working.
",
14403,Argumentative,," the most important effect is in the prevention of radicalization in the first place .
",
12530,Argumentative,," the continued refusal of the u.s. to tow the same line as fellow liberal democracies makes it look bad internationally ; especially considering that one of the main instigators behind the cluster bomb ban is the u.k. traditionally a great ally of the u.s. politically .
",
10150,Argumentative,," subsidiarity means that power will reside at the appropriate level that is closest to the citizens , be that regional , national , or european .
",
7811,Argumentative,," mo ibrahim  has stated the prize is for `` excellence , it 's not a pension '' .
",
15753,Non-Argumentative,," this would always be at the discretion of the national sports associations and might differ from case to case as well as between sports.
",
10885,Argumentative,," however, the proponents of the court maintain it is necessary to ensure war criminals are brought to justice and, in so doing, offer justice to their victims.law-abiding states like the united states that have yet to ratify the icc should have nothing to fear if they behave lawfully .
",
2914,Argumentative,," 2ibid ,.
",
4615,Argumentative,," corporations benefit from the protection of democratic states , as they provide bases of operations that shield their right to property and ensure stability and the rule of law .
",
13704,Non-Argumentative,,"nato is an alliance ofstates from europe and north america.
",
847,Argumentative,," it is totally acceptable for children to have religious education outside of school and to brought to places of worship but school is a place of education and they should be given an education that is not tainted by trying to ensure that they grow up with a certain attitude towards their religion .
",
10232,Non-Argumentative,,"however, the benefits identified remain largely political and economic.
",
14423,Argumentative,,"  in the six months to septemberthere have beensuch attacks .
",
4000,Argumentative,," popular disengagement is much more likely under these circumstances , and will actively deny a voice , and opportunities , to musicians with a different perspective on hip hop .
",
141,Argumentative,," notions of cultural superiority virtually always influence displacement and abuse of indigenous cultures .
",
16041,Argumentative,," it is folly to withhold technology that is already available .
",
5793,Non-Argumentative,," whether healthy or unwell volunteers are used depends on factors like whether the treatment involves a level of risk unacceptable to the healthy (e.g. a new form of chemotherapy would normally be trialled in an advanced cancer patient, because the level of risk and severity of expected side-effects are not acceptable to those who have nothing to gain.
",
6030,Non-Argumentative,,"advocates of legalization point out cannabis' medicinal properties, its ability to open up the mind, and plentiful evidence that it is less harmful than both alcohol and tobacco.
",
12060,Non-Argumentative,," the proposed motion would allow the relatives whose organs would save their loved one to donate their organ at the expense of their own life.
",
5119,Argumentative,," allowing under-age girls to be able to talk to a doctor and receive the form of contraception which is best fitting for them would actively tackle rising teen pregnancy rates .
",
13518,Argumentative,," it has been proven by a study at the university of toronto , canada , that women need inspirational female role models more than men ; they need it to be demonstrated that it is possible to overcome barrier2 .
",
10628,Argumentative,," `` after guantanamo . ''
",
16406,Non-Argumentative,," this is not a phenomenon unique to africa and communities of african origins.
",
4947,Non-Argumentative,," in 1988, the world health organization decided to try and eradicate polio worldwide with vaccination, and as of today, the disease has been removed from the usa, western pacific and europe.
",
4232,Non-Argumentative,," if we dislike a creative work, we usually have the option of not hearing, viewing or reading it – as we did in this case.
",
14698,Non-Argumentative,," for the rest of us, however, there is a fascinating and lively debate to be had.
",
14195,Argumentative,," a libertarian agenda is one that draws people from across the political spectrum .
",
12418,Argumentative,," this is being shown by the speculative attacks on eurozone countries where the markets are showing they can force governments to implement tough austerity or even force changes in government without an election as has happened in greece and italy where technocrats have taken over as heads of government .
",
15815,Argumentative,," heatstroke can potentially cause death .
",
8106,Argumentative,," this would be just like the world trade organisation 's dispute settlement rules .
",
5789,Non-Argumentative,,"phasetrials:the purpose of phasetrials is to discover possible side-effects, establish efficacy in humans and calculate what dosage is needed.
",
2503,Non-Argumentative,," sometimes, pupils are also required to translate into latin and ancient greek; this requires a very high level of grammatical knowledge.
",
13371,Argumentative,," some of the biggest benefits of the nato occupation have been through the increase in democracy and human rights .
",
8108,Argumentative,," alternatively sanctions could mean a proportionate internet response ; users from the offending nation could be prohibited from using internet services , for example an attack by hackers on the us could result in people from that country being blocked from google and other us internet services .
",
4400,Non-Argumentative,," if he meant what he said, he’s not only about to recommend a bad policy – he’s also shown that he does not understand how the media works, and should work, in the 21st century.
",
11985,Argumentative,," the introductions of cameras to the houses of parliament in the uk resulted in significantly improved standards of debate , greater punctuality , and greater attendance of mps .
",
7621,Argumentative,," both countries are good case studies that disprove the widespread notion that islam is incompatible with democracy .
",
3929,Argumentative,,"- alexander cavellwe should expect fans of an art form that is subjected to public criticism and vilification to leap to its defence .
",
11295,Non-Argumentative,," this came after three years of negotiation, and was the second british murder trial filmed, the first in its entirety.
",
11302,Argumentative,," much of the interest in the scsl charles taylor trial came along when naomi campbell gave evidence so giving the trial celebrity interest that had little to do with the legalities involved .
",
15093,Argumentative,," since, immigrants have contributed to job growth in three main ways : they fill an increasing share of jobs overall , they take jobs in labor-scarce regions , and they fill the types of jobs native workers often shun . ''
",
14005,Argumentative,," using a different electoral technique , for example proportional representation with members sitting for longer periods would allow them to still be of a different composition to the house of commons and not sway to short-term political popularity .
",
9704,Argumentative,," every member of the european union has an aging population and a fertility rate below the replacement rate of 2.1 .
",
2963,Non-Argumentative,," the european convention for the protection of human rights and fundamental freedomsalso recognises “the right to freedom of thought, conscience and religion” under article 9.
",
10160,Argumentative,," the result then may be a more violent campaign as happened in the basque country .
",
129,Non-Argumentative,," however, it can also include language programs or funding for the arts so that, despite heavy losses in numbers over the generations, the remainder of these indigenous groups is able to pass down their culture.
",
2757,Argumentative,," it is time to right this wrong .
",
12477,Non-Argumentative,," in prague inhe stated “so today, i state clearly and with conviction america's commitment to seek the peace and security of a world without nuclear weapons.”
",
7983,Non-Argumentative,,"the question is, should countries be pressured to conform to what is simply the current predominant mode of government in the western world?
",
12761,Argumentative,," cabinets , which form part of the executive in practice , are usually directly answerable to the leader , and ministers can be dismissed if they are uncooperative or dispute the leader 's policies .
",
15717,Non-Argumentative,," sport is no exception.
",
11194,Non-Argumentative,," in practice, however, it is often difficult for prisoners in some of these countries to vote: in the republic of ireland, prisoners have the right to be registered to vote in their home constituency, but have no right to either a postal vote or to be released to cast a vote at a ballot box.
",
9207,Non-Argumentative,," their trial commenced on the 10th of september 2013.
",
5650,Argumentative,," writing in the british medical journal , dariush mozaffarian , assistant professor of medicine , and meir stampfer , professor of epidemiology at harvard , say removing industrial trans fats is ` one of the most straightforward public health strategies for rapid improvements in health . '
",
14990,Argumentative,," by being willing to grant asylum to women from countries that have not lived up to the standards of the convention -- which includes `` to adopt appropriate legislative and other measures , including sanctions where appropriate , prohibiting all discrimination against women '' -- the european union will put pressure on these regimes , helping to highlight their unequal systems .
",
1849,Non-Argumentative,," these states were keen to invest some of their high resource revenues in the good times, as a hedge against low points in the commodities cycle and the time when their natural wealth becomes exhausted.
",
4188,Argumentative,," while haystack was a failure there have been other projects that are receiving state department funding that may be more successful such as ` intheclear ' which provides a `` panic button '' app for smart phones allowing contents to be quickly erased and prewritten texts sent so having the dual effect of making it more difficult for those making the arrest to find out what the user was doing and raising the alarm that this person has been arrested .
",
3756,Non-Argumentative,," china, india, and other developing countries call for recognition of this principle, while many developed countries argue that conditions have changed as developing countries have begun to industrialize and pollute more rapidly in recent years.
",
14777,Argumentative,," while justifying their political and moral positions through obtuse and deliberately obscure interpretations of religious texts , obscure texts even the mainstream interpretations of major religions are usually sexist , frequently racist and almost universally homophobic .
",
9685,Non-Argumentative,," articleof the treaty on european union makes the eus founding principles “of liberty, democracy, respect for human rights and fundamental freedoms, and the rule of law” the main criteria along with being a european country.
",
732,Non-Argumentative,,"museums are expensive to run, with the costs of acquisitions, conservation, maintenance, staff salaries and special exhibitions all weighing heavily upon their budgets.
",
7126,Non-Argumentative,," africa has gone digital, and is using technology to contribute to national gdps and create a new position within the global-economy.
",
14449,Argumentative,," party leader and mp nikos mihaloliakos has publicly declared that golden dawn feel uncomfortable and disgusted in parliament and called upon party members to rally behind them and violently take the struggle out of parliament and onto the streets of athens .
",
16109,Argumentative,," without them , baseball would be much less deserving of its nickname `` hardball . ''
",
2614,Argumentative,," this is an approach to education which schools in deprived areas , trying to motivate kids from sometimes very difficult backgrounds , do not have the time or money to take up .
",
15655,Argumentative,," drivers licenses are used a major form of identification in america and so granting illegal immigrants these forms of identification can help enfranchise one of the most exploited minorities in america .
",
3310,Non-Argumentative,," in most countries young people can choose to leave school at least two years before they are considered mature enough to vote.
",
13258,Argumentative,," as a consequence , the advent of organisations who call for transparency has been praised by prominent think tanks like the new economics foundation .
",
10825,Non-Argumentative,," blecker would have such offenses in normal prisons).
",
12854,Non-Argumentative,,"terrorism, according to wikipedia, is, broadly speaking, “those violent acts which are intended to create fear (terror), are perpetrated for a religious, political or ideological goal, and deliberately target or disregard the safety of civilians or non-combatants”.
",
10633,Argumentative,," the treatment and conditions include the capture and transfer of detainees to an undisclosed overseas location , sensory deprivation and other abusive treatment during transfer ; detention in cages without proper sanitation and exposure to extreme temperatures ; minimal exercise and hygiene ; systematic use of coercive interrogation techniques ; long periods of solitary confinement ; cultural and religious harassment ; denial of or severely delayed communication with family ; and the uncertainty generated by the indeterminate nature of confinement and denial of access to independent tribunals .
",
11638,Argumentative,," there are many alternatives to penal sentences available to magistrates and judges .
",
16183,Argumentative,," the fact that the media deems women 's sport to be of lesser importance which , as we have seen , conveys to the public this message , reinforces the notion that sport is not a worthwhile activity for women and girls .
",
1279,Argumentative,," access to financial capital is vital in several respects for initiating capitalism .
",
243,Argumentative,," universal schooling is the key to teaching a global language .
",
2771,Argumentative,," it is widely recognised that smacking undermines children 's confidence , weakens their emotional relationships and encourages the use of violence to resolve disputes with siblings and classmates .
",
15389,Non-Argumentative,," these sex workers believe that they are providing a valuable and morally permissible service to their clients and, by earning a living doing valuable work, they are making a contribution to their societies.
",
9810,Argumentative,,"  even the iranian president mahmud ahmadinezhad has stated that iran would support a two-state solution to the israeli-palestinian conflict .
",
10670,Non-Argumentative,," the makwanyane decision came in the years following the nation’s transition to democracy after the collapse of white minority rule, an era during which there were a number of executions for politically motivated offences, including that of anti-apartheid activists frederick john harris and vuyisile mini.
",
16222,Argumentative,," as one of these 100-plus companies , citi paid $million purely to be the ` official bank of theunited states olympic team ' , belson  .
",
132,Argumentative,,"across the united states , australia , and canada , native customs are often tied closely to the land .
",
270,Non-Argumentative,," sexism can be defined as discrimination based on gender or attitudes which promote stereotyping of social roles based on gender.
",
5077,Argumentative,," critics have understood this as the government prolonging waiting lists until the patients ` remove themselves ' either by going private , or dying .
",
10194,Argumentative,," in uganda initiatives , such as insstep , provided capacity training to teachers and headteachers .
",
9534,Argumentative,," it is more willing and through its agenda for peace has been demanding that regional organizations be responsible for peacekeeping , state-building and humanitarian assistance .
",
16378,Argumentative,," if any torture inflicted to an animal deserves condemnation , bullfights are the worst kind of torture since they are performed solely in the name of entertainment .
",
864,Non-Argumentative,," instead the focus here is on those degrees that seek to train students to be practitioners of those disciplines rather than generalists with a focus on discussing them.
",
12321,Argumentative,," the logic of the market panders to slave-labor wages to migrant workers or exporting jobs where migrants are not available .
",
10354,Argumentative,," the grand inga provides a project that can potentially benefit everyone in the country by providing cheap electricity and an economic boost .
",
5044,Argumentative,," when he disseminates it to everyone and makes it public , it becomes part of the public domain , and belongs to anyone who can use it .
",
9332,Non-Argumentative,," the united states did not advance solid legal claims that it was legally entitled to engage in a conflict against serbia as a result of the ethnic cleansing occurring in kosovo.
",
6329,Non-Argumentative,," one side of the armed conflicts is composed mainly of the sudanese military and the janjaweed, a sudanese militia group recruited mostly from the afro-arab abbala tribes of the northern rizeigat region in sudan.
",
14193,Argumentative,," all too often the line between consumer and citizen is blurred because the interest of both state and private actors have become conjoined leaving little or no room for the individual between them .
",
13403,Non-Argumentative,," erdoğan has won three terms as prime minister which shows his popularity.
",
15728,Non-Argumentative,," no penalties for violation of these quotas have been outlined by saru.
",
1927,Argumentative,," the programme has been successful in improving social protection , working conditions and rights for female , male , and children workers in a few sectors and areas .
",
3302,Argumentative,," firstly , means we can teach other subjects instead , which will be more useful , such as dedicated classes on writing , or debating .
",
2124,Argumentative,," a recent report to the european parliament declared ` physical education is a springboard for involvement in sport and physical activities throughout life ' .
",
5731,Argumentative,," in the uk it was because of cost that the primary care trusts , pcts , refused to allow the prescription of herceptin , a drug which us studies have shown reduces the damage done by breast cancer .
",
6095,Non-Argumentative,," one such strategy is family planning.
",
1656,Non-Argumentative,," when we as a species transitioned from living in small communities that were dedicated to farming and small scale production to cities in which large amounts of people were gathered to produce and to consume, the stage was set, first for the renaissance and later for the industrial revolution.
",
15999,Argumentative,," the referee already `` acts on the advice of the assistant referees regarding incidents that he has not seen '' and can change decisions based on advice2 .
",
979,Argumentative,," poetry is currently taught at all levels of education from primary school up until students are allowed to drop key subjects after gcses.
",
9845,Argumentative,," it may have even gotten to the point where diplomacy can no longer be used effectively .
",
2785,Non-Argumentative,,"merit pay is a broad term that may encompass a number of alternatives to the traditional salary schedules used in most schools.
",
12489,Argumentative,," nations opposed to a nuclear power therefore feel that they need to develop their own capability in order to protect themselves .
",
3196,Argumentative,," it gains the benefit of a different perspective on problems and new ideas as people who speak different languages think about things in different ways so it is useful for innovation to have many different communities brought up in different languages interacting .
",
14611,Non-Argumentative,,"the proponents of gay rights inevitably face a tougher time inside the church, where they face a vociferous opposition, than in society as a whole where political correctness has made such outspoken criticism less common.
",
5507,Argumentative,," the government has a duty to protect those irresponsible citizens , because otherwise they will not be able to contribute to society to the extent they could without alcohol .
",
14654,Argumentative,," the economist thomas kostigen also argues gay marriage is a boost for the economy , ` weddings create revenue of all sorts ... even if a marriage does n't work out that helps the economy too .
",
2932,Argumentative,," selecting students by ability is the way to make sure we provide each one with the best type of education for them .
",
6145,Non-Argumentative,," however, despite being a “vulnerable” group, their inclusion in treatment and prevention solutions has remained marginalised within the policy discourse and practice.
",
3081,Argumentative,," children deserve to hear that their beliefs and those of their community are respected in the classroom .
",
217,Argumentative,," therefore people would only be subjected to violent lyrics when it is deemed they are old enough to hear or buy this material , and it would stop younger people from being exposed to this kind of music .
",
9243,Non-Argumentative,," not sticking to the conditions of membership is now more of a norm than an exception, and allowing the vetoing of decisions attempting to enforce adherence to the rules – such as the maastricht criteria – may well only worsen the situation.
",
12651,Argumentative,," recently, italy has moved away from pr while the uk has begun to use it for elections to the european parliament and in the new scottish, welsh, northern ireland and london assemblies.
",
1476,Argumentative,," in order to avoid these kinds of solutions and put people back to work in countries like portugal , italy or spain , national governments need a bigger demand for their bonds so that interest rates go down .
",
14516,Non-Argumentative,," this is in part because we consider information to be a public good.
",
14529,Non-Argumentative,," not engaging in transparency might therefore simply limit access to those who don’t have the knowledge and capabilities to engage in the hacking necessary to gain access to it.
",
5602,Argumentative,," an important reason why people continuously turn to unhealthy , fat , sugar and salt laden food , is the simple fact that it 's often cheaper than a more wholesome meal comprised at least in part of fresh produce .
",
6691,Argumentative,," historically crimea is russian not ukrainian .
",
15086,Argumentative,," amnesties would help to counter-act the problems caused by leaving labour as the resource that is not allowed to cross borders and so provide benefits to both the host economy and the country of origin for the migrants .
",
784,Argumentative,," professional cheerleaders detract from this .
",
8140,Non-Argumentative,," the lisbon treaty contains many of the changes the constitution attempted to introduce, for example: a politician chosen to be president of the european council for two-and-a-half years; a new post - called high representative - to give the eu more influence on the world stage and others.
",
11128,Argumentative,," the only way to ensure that leaders get what they deserve is to establish a free-standing , independent court that holds people accountable .
",
3015,Argumentative,," additionally it is much less expensive than other programs , costing only about .5 % of the country 's gdp .
",
15212,Argumentative,,"  secondly , by allowing people with shared opinions , hobbies or interests to gather , social networks allow users to expand their circle of friends , something that is more applicable the bigger the social network .
",
1248,Non-Argumentative,," although the evidence remains open to debate.
",
10538,Non-Argumentative,," further, the rise of an urban middle class has encouraged a new market towards care.
",
427,Argumentative,," french representatives present walked out in protest .
",
10352,Argumentative,," even the initial stages through inga iii are expected to provide electricity for 25,000 households in kinshasa .
",
8743,Non-Argumentative,," colonial powers often attempted to disguise motives by labelling their control of colonies as a ‘civilising mission’, to reconcile the cultural and religious beliefs of the native people with western cultural values of ‘civilisation, commerce, and christianity’, in the words of explorer and missionary david livingstone.
",
13562,Argumentative,," furthermore , caps on contributions to super pacs will bring competition in elections back into the mainstream and when more citizens contribute to politicians , they will be more engaged in politics .
",
