class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
1,4,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.",competition can effectively promote the development of economy,78,140
1,4,"Unemployment is clearly a global problem, be it in developed countries or developing ones. However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.","it is the responsibility of these disadvantaged citizens, rather than the government, to help them out",189,291
1,4,"Crime is always punishable. Retribution is the method for countering criminals. Some countries have stringent rules, like capital punishment, while other have a lot of flexibility in the judicial system. However, strict laws, like capital punishment, are essential in a society.",the rate of crime and violence is effectively decreased,847,902
1,2,"As people have raised their democratic awareness in recent years, they are caring more about how the tax expenditure is distributed by the government. As a result, some people suggest that the tax money should be allocated to publically beneficial services instead of arts. However, from my perspective, I think arts are supposed to be included in the government's investment as well.",Cultural heritage constitutes an essential part of arts,1620,1675
1,2,"Innovative artists bring enjoyment and inspiration to our sometimes tedious life; however, some people deem that artists have been entrusted with too much freedom and power and should be restricted by the government. It is my personal belief that freedom of expressing thoughts and ideas should always be eulogized and it's rather iniquitous to impose a shackle on artists' will to create.",these negative things objectively exist on this planet,1785,1839
1,2,"With the booming development of some cosmopolitan metropolises in recent years, an increasing number of people are flooding into these major cities, raising such urban problems as traffic jams or housing shortage. In such cases, some people think an effective way to tackle these problems is to relocate big firms, factories and their employees in cities to the countryside. However, from my perspective, I suppose this suggestion is not advisable, for it cannot alter the situation essentially and instead it may give rise to new concerns in rural areas.",the workers have to consume more time and traffic fees,1869,1923
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Some of this may be foreign to some people and there can be resistance,3705,3775
1,2,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,"they are introduced to these hardcore drugs in the same underground market where they got the marijuana, not because it's a gateway drug",2396,2532
1,2,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",convergence of benefits of people of the world which is a natural consequence of globalization,1273,1367
1,4,"Gun is definitely not a kind of normal good in our society, which is strictly controlled in most countries. However, gun control in some countries is relatively loose than others. Therefore, this is still a controversial topic around the world. From my point of view, it is sensible to enforce the gun control.",guns will create a violent society if the trend continues,862,919
1,2,The increasing population and the technological advancements demand more energy than in the past. It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly. I will analyze these areas in the essay.,To generate such a vast energy the fundamental resources are falling short,502,576
1,2,"Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos. From my perspective, animals should live in natural habitats instead of zoos.","if rural animals are captured in the zoo for a long period, it would have negative influences on both the physical and psychological status of the creatures",861,1017
1,2,"The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle. As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power. I have several reasons to believe its disadvantages outnumber the few advantages.",recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area,909,1065
1,2,"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.",three family members have to work or study in three place separated so far with each other,1134,1224
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","""country air"" is often used to describe clean, healthy air",913,971
1,2,"Today, the rate of unemployment is on the rise and is seriously being debated by many. Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet. They also believe that this solution is the most appropriate way to utilize the public money. Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.","when hand phones are provided for free, many would want to take advantage of this opportunity",1768,1861
1,2,"The internet has been more and more popular for recent years, providing people with a huge source of information. As a result of this, print media such as newspapers have experienced a dramatic decline in the number of readers. Some people, however, still believe that they can exist for long time; others disagree, arguing that newspapers have lost their competitive advantage to sustain their prolonged existence. Personally, I am inclined to agree with the latter view for following reasons.","when taking environment into consideration, people must conceive that the more newspapers are published, the more trees are cut down",1861,1993
1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","at some offices, employees are often required to handle angry or frustrated customers",1315,1400
1,2,"Everyday, companies offer a huge number of different products to consumers. The most effective way to convince consumers to purchase a product is through advertising. However, it is not sufficient in itself. The product also should satisfy the needs of the consumers. In my opinion, advertising is the major reason for high sales of a product for several reasons.",The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot,797,909
1,4,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",it is crucial to alter automobiles to the other means of transportation and to legislate to control automobiles,822,933
1,2,"With the booming development of some cosmopolitan metropolises in recent years, an increasing number of people are flooding into these major cities, raising such urban problems as traffic jams or housing shortage. In such cases, some people think an effective way to tackle these problems is to relocate big firms, factories and their employees in cities to the countryside. However, from my perspective, I suppose this suggestion is not advisable, for it cannot alter the situation essentially and instead it may give rise to new concerns in rural areas.","the relocation of companies and factories in cities may leave more space to build new residential areas, thus alleviating the urban housing crisis at present",1029,1186
1,4,"Everyday, companies offer a huge number of different products to consumers. The most effective way to convince consumers to purchase a product is through advertising. However, it is not sufficient in itself. The product also should satisfy the needs of the consumers. In my opinion, advertising is the major reason for high sales of a product for several reasons.",advertisements have undeniable affects on the society about the product being advertised,1479,1567
1,2,"As people have raised their democratic awareness in recent years, they are caring more about how the tax expenditure is distributed by the government. As a result, some people suggest that the tax money should be allocated to publically beneficial services instead of arts. However, from my perspective, I think arts are supposed to be included in the government's investment as well.","the government plays the role of a leader among citizens, which should discharge the responsibility of making optimal use of the tax money to keep society safe and stable",552,722
1,4,"During the history of the world, every change has its own positive and negative sides. Globalization as a gradual change affecting all over the world is not an exception. Although it has undeniable effects on the economics of the world; it has side effects which make it a controversial issue.",I would rather classify myself in the proponents of globalization as a speeding factor of global progress,1384,1489
1,4,"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.","traditional games are still indispensible in children's learning process, even much more essential than modern games, especially in modern society",1038,1184
1,4,"It is no secret that advertising become inseparable part of our modern life. We come across with ads almost everywhere and everyday. Some people argue that companies by advertising their goods or services spend their money for nothing. Other critics say that ads have no purpose, they only cause damages to society and all forms of advertising should be banned.","advertising alcohol, cigarettes, goods and services with adult content should be prohibited",678,769
1,4,"The last 50 years have seen an increasing number of immigrants to other countries. People moved due to a number of reasons, namely better educations or higher salary jobs. Some people thought that they should follow the local customs in order to integrate into their adopted countriesâ€™ cultures. However I strongly believe that they are able to sustain their cultural identities and doing so help they keep their origin values.",sustaining the traditions will make the immigrated people keep their cultural identity and give them confident among the many culture society,1936,2077
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.","For the time of occasions, people regardless of nationality, origin and religion will live together",495,594
1,2,"Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances. They are used in schools, businesses and some other premises in order to monitor the activities taking place. It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise. Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored. Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.","in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight",907,1080
1,2,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",students studying in boy's colleges do not generally know how to talk to a female or behave in front of them,877,985
1,2,"Preserving wild animals in zoos is an issue which frequently generates a great deal of heated debate, with supporters maintaining that wild life would be taken good care from professionals, while opponents claim that the animals are deprived of freedom as a result of staying in zoos. From my perspective, animals should live in natural habitats instead of zoos.",the animals are deprived of freedom as a result of staying in zoos,264,330
1,2,"In our world today, there is a wide variety of museums where people can travel to and see differently interesting things. Some people state that visiting museums is only a form of recreation; others disagree, arguing that museums play a role in education. In fact, each of these arguments has its own validity.",visiting museums is clearly seen as both means of entertainment and education,1470,1547
1,4,"Recently, the controversial debate surrounding universities has sparked interests among students and the media. Some of them deem universities principally provide training for people to be qualified employees. However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated. This essay will argue that the main functions of universities as the highest educational institution are teaching and researching.",the main functions of universities as the highest educational institution are teaching and researching,448,550
1,2,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",not allowing them to marry makes them seem inferior,457,508
1,4,"Never in history was advertising industry so developed as in modern society and it has led to some adverse sentiments in public because some deliver exaggerated and fake information. Hence whether we should ban all the advertisements or not has aroused much controversy of the public. My view is that while some of them are disturbing, we can not overlook other merits the advertisements bring.",advertisements have its social responsibility and contribute to economic growth,1452,1531
1,4,Is marijuana as bad as society makes it out to be? Since the 1930's marijuana has been illegal in the United States. That being said it's somehow America's number one cash crop. Users of the drug aren't the only ones who support cannabis; many of us who do not indulge are pro-legalization because we see that prohibition does more harm than good.,The legalization of marijuana would help get the economy going again,374,442
1,4,"Studies are an essential part of life.Some countries permit students to take a break from studies between high school and university studies, while in some countries, it is considered as waste of time. However, a break of one year is good for young people after finishing their high school.",A break gives students more benefits than harms,1946,1993
1,4,"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.",tourism has clearly improved lives in the tourist country,956,1013
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",foreigners came here always received the support of friendly volunteers who were young students,1694,1789
1,4,"Nowadays, more and more people begin to select prepared food as their daily meals, since it can effectively save time which is considered as money in our modern society. However it is obvious that cooked food can bring about some negative influence result from utilizing the artificial ingredients, ignoring the nutrition of food and modifying people's eating habits. In this essay, I would like to explain why this is not a good thing based on the three reasons above.",easy-to-cook foods sometimes could be dangerous for human's health,909,975
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Camping doesn't discriminate, doesn't have deadlines and has nothing but fun around each corner",5634,5729
1,4,"In the present age, it is a matter of fact that increasing minority languages have diminished from the world due to the proliferation of English. Some people claim it's a reasonable loss in globalization while others argue the demerits exceed the merits. Personally, I agree with the former opinion.",they have no choice but choosing English as a second language,1214,1275
1,2,The increasing population and the technological advancements demand more energy than in the past. It is believed that there are various other resources such as the nuclear and solar which are abundant and eco-friendly. I will analyze these areas in the essay.,the use of nuclear energy as an alternative to the hydro-kinetic energy causes less atmospheric pollution,1220,1325
1,2,"Presently, it is commonly accepted that students have to learn over eight subjects in school. Public retain differing views on whether to teach students all subjects or just focus on one subject. Some parents are satisfied with the full class schedule of their children. While, others claim that studying only one subject is more effective. Before rendering my own opinion, I will explore sides of this topic.",its shortfalls are so vital to students' future,1942,1989
1,4,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",an international sporting event also helps fans release patriotic emotions in a safe way,1068,1156
1,2,"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.",They are acting as a good housewife and they are flying planes also,662,729
1,2,The soaring crime rate has led to the proposal that it is time for the government to take action to control the proliferation of violent scenes in media.,violence in the media is often portrayed as extreme as possible in order to attract audiences,203,296
1,4,"Recently, the controversial debate surrounding universities has sparked interests among students and the media. Some of them deem universities principally provide training for people to be qualified employees. However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated. This essay will argue that the main functions of universities as the highest educational institution are teaching and researching.","universities playing the most important role in education system have to guarantee the knowledge conveyed is true and useful, which can be achieved through the researching function",1199,1379
1,2,"For many centuries, outer space has been one of the most favourable realms of study. Space expeditions have been launched and many have been successful. However, a lot of people still consider space exploration as an act of wasting money, to illustrate, astronauts only brought useless rocks back to planet earth despite the large sum of money spent on their equipment. On the other hand, there are some reasons for human beings to travel to outer space.","Oxygen tanks, for instance, are proved useful not only in outer space but also underwater",1310,1399
1,4,"Children tend to visit zoos where various kinds of wild creatures could be seen. When it comes to whether zoos should exist on contemporary society, animal-right activists strongly recommended that wildlife belong to natural environment and zoos should be banned. I would not go along with their viewpoint as zoos have irreplaceable benefits in terms of animal preservation and children education.","In order to protect animals, from my perspective, zoos offer a good man-made environment which could prolong the life span of wild animals and cultivate the notion of protecting animals",1822,2007
1,2,"It is quite common that more and more people can watch exhibitions through television or internet at home due to modern technology; therefore, some people think museums and art galleries will disappear soon. Although modern technology make it possible, I still believe some museums and art galleries will not disappear.",modern technology make it possible,265,299
1,2,"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.",such an argument may restrict the real necessity of automobiles,1004,1067
1,4,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",alternative forms of transportation and international laws to control automobiles ownership and use can work effectively,1387,1507
1,4,"The differences between knowledge from books and from experience have erupted endless controversy. Various ideas and preferences have been presented. The purpose of my writing is to deeply discuss these sources of knowledge in two important aspects: accuracy and practicability, and to show my greater interest in knowledge accumulated from experience.",the accuracy of knowledge is crucially important,439,487
1,2,"The differences between knowledge from books and from experience have erupted endless controversy. Various ideas and preferences have been presented. The purpose of my writing is to deeply discuss these sources of knowledge in two important aspects: accuracy and practicability, and to show my greater interest in knowledge accumulated from experience.",information contained in books is usually put in criteria,1198,1255
1,2,"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.","children have to be proficient at computers and the Internet if they want to join online games, which, in fact, helps children acquire a particularly powerful skill at work in future",678,860
1,2,"Despite the development of modern society, the health care and education still remain the basic rights of citizens. And a much debated issue these days is whether or not the government should be responsible for citizens' health care and education.","a great number of people, in fact, have had the capacity to pay for the both privately",1329,1415
1,4,"Studies are an essential part of life.Some countries permit students to take a break from studies between high school and university studies, while in some countries, it is considered as waste of time. However, a break of one year is good for young people after finishing their high school.","Financially,students can save a little money to support their university education by doing a job",1164,1261
1,2,The soaring crime rate has led to the proposal that it is time for the government to take action to control the proliferation of violent scenes in media.,It should be reporting and reflecting true phenomenon in the society,732,800
1,2,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.",having these products shows their status,862,902
1,2,"In the present age, it is a matter of fact that increasing minority languages have diminished from the world due to the proliferation of English. Some people claim it's a reasonable loss in globalization while others argue the demerits exceed the merits. Personally, I agree with the former opinion.",studying abroad is easy and becomes hot among youngsters,606,662
1,2,"It is always said that competition can effectively promote the development of economy. In order to survive in the competition, companies continue to improve their products and service, and as a result, the whole society prospers. However, when we discuss the issue of competition or cooperation, what we are concerned about is not the whole society, but the development of an individual's whole life. From this point of view, I firmly believe that we should attach more importance to cooperation during primary education.","During the process of cooperation, children can learn about how to listen to opinions of others, how to communicate with others, how to think comprehensively, and even how to compromise with other team members when conflicts occurred",853,1086
1,4,"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.",traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life,1554,1676
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",cardiovascular diseases are becoming more and more common,768,825
1,2,"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.","instead of opening up a patient to get a gallstone, they would just use an instrument that would make a point incision and guide it through inside the body to do the job for them",1284,1462
1,4,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",The fact that it's in the bible should not dictate the laws against same sex couples becoming wed,3341,3438
1,2,"International sporting events are a good change to create a multi-nation community of fans having the same passion. It will help people around the world understand each other more. Since, international sporting occasions are essential in easing international tensions and releasing patriotic emotions in a safe way.",all fans know that a sport event will attract the attention of whole the world and a lot of public media,1393,1497
1,2,"As we read newspapers or watch TV, we have always been attracted by environmental problems such as traffic issues, air and water pollution questions. Initiatives should be taken to address the specific problems. As the impacts for those pollution and traffic issues are extremely far-reaching, it is insufficient to increase the petrol price only to solve problems, though it is a promising method discussed in the contemporary society.","improving transportation facilities and building supervisory institution would be preferable, plus with the awareness of environmental protection being raised",2049,2207
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.","It doesn't matter how you exercise, as long as you are being active",2715,2782
1,4,"Recently, a great deal of attention has been paid to means of transportation. Some state that automobile is the most convenient transportation, while others assert that alternative forms of transport should be considered in view of environmental pollution. In my opinion, I strongly agree that alternative means of transportation and international laws in controlling automobiles should be introduced. In this essay, several reasons will be described carefully in the following passages.",alternative means of transportation and international laws in controlling automobiles should be introduced,358,464
1,4,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",same sex couples are really just couples and should be treated as such,3828,3898
1,2,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.",both must be given equal opportunities,284,322
1,2,"Education is important for the development of the world. Its a debatable issue whether universities should accept equal number of males and females in a course or not. However, since both genders are equally important, both must be given equal opportunities. Universities must admit both in equal numbers, depending on their choices.","Right to education is a basic human right of both, males and females",399,467
1,4,"Unemployment is clearly a global problem, be it in developed countries or developing ones. However, I tend to believe it is the responsibility of these disadvantaged citizens, rather than the government, to help them out.",Government money should be spent on publicly benefitial programs only,293,362
1,4,"Nowadays, we can see advertisements everywhere, from television set to posters on the streets. Some people believe that these various advertisements get people to buy products that are unnecessary and only look good on television. I tend to agree with this view.","The power of advertising maybe over-rated, we can not deny that the final decision is on the hands of us consumers",1463,1577
1,4,"Currently, a great number of countries have pushed forward their economies by developing national industries. However, some people are worried that the economic targets in industrialized countries may be attained at the expense of the ecosystems. From my perspective, I think flourishing economies can go hand in hand with environmental preservation.","the developed countries should support the underdeveloped areas by providing financial resources, technologies and experience",2180,2305
1,2,"With the development of globalization, English became the dominated language in national trade, conference and many important events. This phenomenon has aroused a heated discussion in public.","If we can popularize the use of English, the language hinder will disappear as well",663,746
1,2,"Presently, it is commonly accepted that students have to learn over eight subjects in school. Public retain differing views on whether to teach students all subjects or just focus on one subject. Some parents are satisfied with the full class schedule of their children. While, others claim that studying only one subject is more effective. Before rendering my own opinion, I will explore sides of this topic.",the drawbacks of this teaching method cannot be neglected,1487,1544
1,4,"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.",computers are used everywhere,363,392
1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","When families go camping, they put the jobs and sporting events on hold",3405,3476
1,2,"Computer-a device which has given a whole new dimension to the human life. Ever since Charles Babbage (know as ""Father of computers"") invented computers, its development never had a pause. The whole world is dependent on computers, without which, the world will go back hundreds of years.","They have even invaded mental health of humans, for example , FAD (Facebook Addiction Disorder- excessive use of social networking website Facebook)",1592,1740
1,2,"As we read newspapers or watch TV, we have always been attracted by environmental problems such as traffic issues, air and water pollution questions. Initiatives should be taken to address the specific problems. As the impacts for those pollution and traffic issues are extremely far-reaching, it is insufficient to increase the petrol price only to solve problems, though it is a promising method discussed in the contemporary society.","authorities should spare no efforts in improving public transportation facilities, such as constructing more bus lines, in order to reducing the usage of private cars",1382,1548
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",Exercising also helps improve you brain function and your memory,2398,2462
1,4,"Persistent deliberation is happening as to whether it is desirable for the youth to go to university. In regard to the development of the country, some people believe that it is essential for young students to get high quality of education in universities, while others think that it is only one of causes to increase the rate of unemployment. In this essay, I will analyze both views first in order to come up with a fool-proof decision.","it is a loss of national productivity that young people spend much time on searching for high salary jobs, even can be a sheer time-consuming",977,1118
1,2,"""A picture is worth a thousand words"" is a popular maxim that is being used for a very long time. This strongly depicts the power of images in conveying messages, ideas, or opinions to people. Nevertheless, the importance of written word can never be denied as it is also another way of communication that is commonly used. Hence, I agree only to certain degree that in today's world, image serves as a more effective means of communication.",Academic textbooks these days are laden with words besides pictures to guide the readers to comprehend better,1573,1682
1,4,"Creativity is the ability to think beyond the obvious. Many governments restrict the artistic works of the creative minds. Creativity originates in a free mind. Hence, creative artists must be given the freedom to express their ideas without any restrictions.",artists should be given the freedom of expression,1785,1834
1,2,"More than 1.6 billion people in the world are either overweight or obese and United States has the highest rate of obesity. America's number one killer is cardiovascular diseases, which can easily be prevented by exercising. Exercise not only reduces the risk of health problems and various diseases, but it also has an effect on overall appearance. It is proven that exercising and being active can improve self-esteem and confidence. Excerising is one of the most important things in life and it can even be fun. It is a crucial element for living a healthier, longer, and happier life.",Americans are eating enormous amounts of fast foods these days,701,763
1,2,"""A picture is worth a thousand words"" is a popular maxim that is being used for a very long time. This strongly depicts the power of images in conveying messages, ideas, or opinions to people. Nevertheless, the importance of written word can never be denied as it is also another way of communication that is commonly used. Hence, I agree only to certain degree that in today's world, image serves as a more effective means of communication.","images are also widely used in newspapers, magazines and advertisements",1026,1097
1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",There is no better way to receive the country air than while camping,1040,1108
1,2,"As people have raised their democratic awareness in recent years, they are caring more about how the tax expenditure is distributed by the government. As a result, some people suggest that the tax money should be allocated to publically beneficial services instead of arts. However, from my perspective, I think arts are supposed to be included in the government's investment as well.","public services such as education system or medical care can meet people's basic demand of survival, security and knowledge, thus making them feel comfortable, which can lower the crime rate",740,930
1,2,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",it is no different,1888,1906
