,class,argtype,text,argtypetext,argtypetextstart,argtypetextend 
202,1,4,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.","They should be allowed the benefits of marriage, treated equally, not like they are inferior, and same sex couples should be allowed their civil rights",3900,4051
203,1,4,"There is not a single piece of history that determines whether or not same sex marriage is right or wrong. There is absolutely no legal, logical, or governing reason that same sex couples cannot be wed and it's extremely unconstitutional in every way to tell them they can't. Same sex marriage should be legal for a number of reasons, a few being, it's no one else's business if two men or two women want to get married, not allowing them to marry makes them seem inferior, and it rids them of their civil rights.",One day in the future this will be achieved,4053,4096
204,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",camping is an experience that should be tried by everyone,284,341
205,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",the air within homes and other buildings can be more seriously polluted than the outdoor air in even the largest and most industrialized cities,635,778
206,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Spending time camping is a great way to revitalize the lungs,781,841
207,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","""country air"" is often used to describe clean, healthy air",913,971
208,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",There is no better way to receive the country air than while camping,1040,1108
209,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Breathing the country air usually makes a person feel revitalized,973,1038
210,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Another great part about camping is being outside under the sun,1110,1173
211,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",The sun rays help the human body with the production of vitamin D,1175,1240
212,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","other than popping a vitamin pill, the only way that a body can produce vitamin D is through the exposure to the sun",1251,1367
213,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Feeling the warm rays of the sun hit the face is always a welcome sensation,1369,1444
214,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Being outside in the sun is another great advantage of camping,1446,1508
215,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping is a great way to have fun while keeping the overall cost down,1633,1703
216,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",A one night stay at Sands of Time RV Park costs twenty two dollars a night,1705,1779
217,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","That fee includes water, sewer, and electric",1781,1825
218,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",A stay in a condo in the same area will cost at least $645.00 for the week,1827,1901
219,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",A condo will cost the family $491 more than a campsite,1903,1957
220,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",That difference in price can make a camping trip a good possibility while keeping the overall costs down to a minimum,1959,2076
221,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping gives anyone the possibility to go places that they have never been before,2078,2160
222,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Camping can take you to Yosemite, or into the Band Lands of South Dakota",2162,2234
223,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping can also take place at a nearby state park,2236,2286
224,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","No matter where the campsite is, a camper can feel miles away from the city",2288,2363
225,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Camping gives you the ability to see these beautiful locations at first sunlight, in the middle of the day, at sunset and even under the stars",2475,2617
226,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",It can be amazing how different the same object can look throughout the day,2619,2694
227,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",There are so many places both near and far that are best experienced by spending a few days within the place,2365,2473
228,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Campers often express how a feeling comes over their body when they reach the moment when the day to day turmoil leaves their body,2696,2826
229,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Virtually every camper experiences this moment,2828,2874
230,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",This is specifically when they are experiencing nature and the realization is made how much simpler life is when outside with nature,2876,3008
231,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Returning to nature often allows campers to return to their true selves,3010,3081
232,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",It is this discovery that should be experienced by all,3083,3137
233,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping is a great way to bring families together and strengthen their love,3841,3916
234,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Some people that do not like the idea of camping give the reason of having to camp with people in such a confined space,3193,3312
235,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","It this confined space that, when allowed, can create a close bond between family members",3314,3403
236,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","When families go camping, they put the jobs and sporting events on hold",3405,3476
237,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","There are usually no video games being played, no soccer practice to drive to, and no business projects to worry about",3478,3596
238,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","By putting aside all of these events, the family has an opportunity to bond and renew their relationships",3598,3703
239,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Some of this may be foreign to some people and there can be resistance,3705,3775
240,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","When this resistance is put aside, these bonds will be renewed",3777,3839
241,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Campers have an opportunity to try some interesting food,3971,4027
242,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",food always tastes better when camping,4590,4628
243,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Cooking over a fire makes burgers and potatoes taste better than can be found at any fast food place,4029,4129
244,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Campers need to think out their meals thoroughly prior to making a trip,4131,4202
245,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",These well planned meals are sometimes the best meals that campers have ever had,4204,4284
246,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Cooking a chicken over campfire, cooking an apple pie in a dutch oven, and cooking a burger wrapped in foil on the coals of a camp fire can put the best gourmet chefs to shame",4286,4461
247,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Perhaps it is the fresh smoke, the clean air or just the fact that a camper's senses are heightened",4463,4562
248,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Some of the people that can be met while camping can make the entire trip better,4630,4710
249,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Campers can come from every state, and sometimes different countries",4712,4780
250,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Taking a simple walk around the campsite, the camper can encounter these people and hear the most amazing stories",4782,4895
251,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Campers are friendly and enjoy the company of fellow campers,4897,4957
252,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Kids always seem to find new ""best friends"" for the weekends and even adults may find themselves sharing a meal with their new neighbors",4959,5095
253,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",camping can also make campers realize the overlooked luxuries that they experience day to day,5107,5200
254,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",A small weekend away from these luxuries can make the campers realize how lucky they are in their day to day living,5366,5481
255,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Flush toilets, warm showers, central heating and air, and even the lack of bugs accompanying the sleeping camper are some of the luxuries that are missed the most",5202,5364
256,1,4,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping is one of the most basic and enjoyable activities that can be experienced by all,5483,5571
257,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping has no requirements other than willing participants,5573,5632
258,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","Camping doesn't discriminate, doesn't have deadlines and has nothing but fun around each corner",5634,5729
259,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.","No matter if the camping is experienced in a tent or in a luxury camper, getting outside, in the wilderness can provide a lifetime of memories",5731,5873
260,1,2,"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.",Camping has something for everyone,5875,5909
261,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security",98,252
262,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",These checks are required,254,279
263,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",malicious students bring drugs and weapons to school and store them in the lockers,288,370
264,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Random locker checks should be made obligatory,372,418
265,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Safety is a problem in every environment and especially school,551,613
266,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","Drugs, alcohol, and firearms in lockers make a harmless place like school quite dangerous",615,704
267,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",School was known to be a secure environment for children where they could learn and have a have a fun time with friends,706,825
268,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",In the past 10 years that has all changed,827,868
269,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",The number of school shootings has increased significantly,870,928
270,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Last year on April 16th the most deadly school shooting in U.S. history occurred,930,1010
271,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","In this brutal massacre at Virginia Tech, 32 students were murdered and several more were wounded",1012,1109
272,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","To combat this growing epidemic, schools carry out repeated locker checks",1111,1184
273,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",locker checks help increase the safety in schools,500,549
274,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",locker checks keep students healthy,1208,1243
275,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Locker checks help students stay both physically and mentally healthy,1245,1314
276,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",it discourages students from bringing fire arms and especially drugs,1323,1391
277,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",drugs induce immense physical damage and when it is overdosed drugs can lead to death,1412,1497
278,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",drugs completely destroy a student's life,1512,1553
279,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",To prevent problems like this locker checks are required,1555,1611
280,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","Without the use of drugs, school security will increase dramatically",1613,1681
281,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","If the school is safe, students will no be frightened or strained",1683,1748
282,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",more students will comply with the school policies,1758,1808
283,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","To increase the effect of locker checks, they should be done with security guards and dogs",2009,2099
284,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","With the continued discouraging of bringing drugs and weapons, a completely secure school will become an accomplishable goal",2345,2469
285,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",only learning material should be brought to school,2293,2343
286,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",there are frequent locker checks and other students are getting caught and punished for it,1817,1907
287,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",The students who are yet to be caught will learn from the mistakes of other students and will stop,1909,2007
288,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Security guards at school increase security and security dogs help find drugs with their noses,2101,2195
289,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","School is a place to learn, not a place to bring malicious substances, electronics and etc",2197,2287
290,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Locker checks should be made mandatory and done frequently,2471,2529
291,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","they assure security in schools, makes students healthy, and will make students obey school policies in the future",2538,2652
292,1,4,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Students should,2654,2772
293,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.",Privacy is a small price to pay for security against drugs and weapons,2774,2844
294,1,2,"Why shouldn't schools do locker checks? Why do many students oppose locker checks? Random locker checks are not done to torment and/or invade the privacy of the students, but for many other important reasons which include school security. These checks are required because malicious students bring drugs and weapons to school and store them in the lockers. Random locker checks should be made obligatory and done frequently to assure the wellbeing of the students.","privacy will be invaded not only at school, so students have to accept it",2862,2935
295,1,4,"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.",there are still jobs which require the expertise of a human employee,173,241
296,1,2,"With the current trend today of the ever-changing technology, it cannot be denied that several jobs are replaceable. On the other hand, there are still jobs which require the expertise of a human employee especially when it entails decision-making situations.",it entails decision-making situations,258,295
